user_id,item_id,timestamp,clicked,converted,recommendation_rank,user_type,product_category,recommendation_cost,conversion_value,group
283,69,2024-01-01 01:25:00,1,0,3,returning,clothing,0.44,72.23,control
666,301,2024-01-01 01:26:00,1,0,9,new,clothing,0.06,5.01,control
617,330,2024-01-01 01:27:00,0,0,9,returning,electronics,0.43,99.61,treatment
23,220,2024-01-01 01:28:00,0,0,8,returning,books,0.35,95.93,treatment
778,172,2024-01-01 01:29:00,0,0,10,new,electronics,0.14,23.15,control
708,83,2024-01-01 01:30:00,0,0,5,returning,electronics,0.06,64.85,control
1000,442,2024-01-01 01:31:00,0,0,7,new,clothing,0.27,22.6,treatment
127,170,2024-01-01 01:32:00,1,0,7,new,books,0.23,30.99,treatment
280,260,2024-01-01 01:33:00,1,0,5,returning,electronics,0.13,29.63,control
382,128,2024-01-01 01:34:00,0,0,2,returning,books,0.26,97.51,control
357,201,2024-01-01 01:35:00,0,0,10,returning,electronics,0.33,70.08,treatment
156,130,2024-01-01 01:36:00,0,0,5,returning,books,0.35,42.47,control
934,179,2024-01-01 01:37:00,0,0,2,returning,books,0.49,66.56,treatment
314,321,2024-01-01 01:38:00,0,0,9,new,books,0.47,80.94,treatment
596,106,2024-01-01 01:39:00,0,0,3,returning,books,0.49,15.34,treatment
167,157,2024-01-01 01:40:00,0,0,5,new,books,0.14,28.25,control
649,20,2024-01-01 01:41:00,0,0,9,new,electronics,0.13,38.31,control
289,291,2024-01-01 01:42:00,0,0,9,returning,books,0.06,71.35,control
419,155,2024-01-01 01:43:00,0,0,9,new,books,0.08,42.02,treatment
779,201,2024-01-01 01:44:00,0,0,9,returning,books,0.25,56.17,control
280,486,2024-01-01 01:45:00,0,0,1,new,clothing,0.11,55.97,control
656,471,2024-01-01 01:46:00,0,0,8,new,clothing,0.35,67.3,treatment
752,282,2024-01-01 01:47:00,0,0,2,returning,electronics,0.09,71.84,control
88,408,2024-01-01 01:48:00,0,0,7,returning,electronics,0.21,5.3,control
794,190,2024-01-01 01:49:00,0,0,10,new,electronics,0.35,34.09,control
968,388,2024-01-01 01:50:00,0,0,7,returning,clothing,0.21,10.21,treatment
244,182,2024-01-01 01:51:00,0,0,6,returning,clothing,0.43,80.23,treatment
349,22,2024-01-01 01:52:00,0,0,9,returning,electronics,0.49,56.47,treatment
587,212,2024-01-01 01:53:00,1,0,8,returning,books,0.1,77.51,treatment
191,479,2024-01-01 01:54:00,0,0,5,returning,clothing,0.33,54.66,treatment
303,105,2024-01-01 01:55:00,0,0,5,returning,books,0.46,83.59,treatment
929,489,2024-01-01 01:56:00,0,0,6,new,books,0.31,44.38,control
729,414,2024-01-01 01:57:00,0,0,4,new,books,0.11,57.94,control
152,273,2024-01-01 01:58:00,0,0,1,new,clothing,0.43,46.09,control
696,279,2024-01-01 01:59:00,0,0,7,returning,electronics,0.21,30.88,treatment
322,273,2024-01-01 02:00:00,1,0,9,returning,clothing,0.2,21.97,treatment
370,444,2024-01-01 02:01:00,1,0,1,returning,clothing,0.29,88.77,treatment
846,289,2024-01-01 02:02:00,0,0,9,returning,electronics,0.42,77.17,control
772,43,2024-01-01 02:03:00,0,0,6,new,electronics,0.32,83.8,treatment
897,286,2024-01-01 02:04:00,0,0,2,new,electronics,0.35,69.55,treatment
254,273,2024-01-01 02:05:00,0,0,8,new,books,0.36,97.25,treatment
462,105,2024-01-01 02:06:00,1,0,2,returning,books,0.12,17.34,treatment
775,428,2024-01-01 02:07:00,0,0,2,new,books,0.14,50.05,treatment
565,144,2024-01-01 02:08:00,0,0,8,returning,electronics,0.31,45.06,treatment
470,232,2024-01-01 02:09:00,0,0,5,returning,electronics,0.14,58.42,control
455,402,2024-01-01 02:10:00,0,0,8,returning,clothing,0.42,13.23,treatment
515,358,2024-01-01 02:11:00,0,0,9,returning,books,0.29,7.58,control
589,197,2024-01-01 02:12:00,0,0,2,new,electronics,0.17,87.63,treatment
988,5,2024-01-01 02:13:00,0,0,6,new,electronics,0.1,92.62,treatment
150,149,2024-01-01 02:14:00,0,0,9,new,electronics,0.07,10.44,control
716,77,2024-01-01 02:15:00,0,0,9,returning,books,0.25,41.07,treatment
264,159,2024-01-01 02:16:00,0,0,5,new,clothing,0.39,51.58,control
78,351,2024-01-01 02:17:00,0,0,4,new,electronics,0.24,44.67,treatment
713,67,2024-01-01 02:18:00,0,0,8,returning,books,0.45,97.81,treatment
76,200,2024-01-01 02:19:00,0,0,3,returning,books,0.16,71.91,treatment
333,486,2024-01-01 02:20:00,0,0,8,returning,clothing,0.38,55.52,treatment
44,3,2024-01-01 02:21:00,0,0,3,new,books,0.24,93.07,treatment
533,225,2024-01-01 02:22:00,0,0,6,returning,books,0.24,11.61,treatment
543,279,2024-01-01 02:23:00,0,0,8,returning,electronics,0.18,80.2,control
549,410,2024-01-01 02:24:00,0,0,6,returning,electronics,0.21,93.73,control
872,55,2024-01-01 02:25:00,0,0,4,returning,electronics,0.05,84.53,treatment
776,413,2024-01-01 02:26:00,0,0,4,new,books,0.36,31.38,treatment
814,30,2024-01-01 02:27:00,1,0,7,returning,clothing,0.48,36.01,treatment
965,403,2024-01-01 02:28:00,0,0,7,new,clothing,0.14,46.77,control
570,247,2024-01-01 02:29:00,0,0,4,returning,clothing,0.37,15.18,treatment
753,226,2024-01-01 02:30:00,0,0,3,returning,clothing,0.31,99.55,treatment
509,420,2024-01-01 02:31:00,1,0,10,new,electronics,0.14,55.89,control
211,61,2024-01-01 02:32:00,0,0,6,new,books,0.12,39.71,control
97,334,2024-01-01 02:33:00,0,0,6,returning,books,0.4,34.95,treatment
270,154,2024-01-01 02:34:00,0,0,8,returning,electronics,0.07,5.5,treatment
11,325,2024-01-01 02:35:00,0,0,8,new,electronics,0.48,52.22,treatment
280,180,2024-01-01 02:36:00,0,0,4,returning,clothing,0.33,63.57,treatment
893,42,2024-01-01 02:37:00,1,0,1,new,electronics,0.17,54.32,treatment
850,154,2024-01-01 02:38:00,0,0,7,new,books,0.27,20.53,treatment
904,311,2024-01-01 02:39:00,0,0,7,returning,clothing,0.11,65.76,treatment
890,379,2024-01-01 02:40:00,0,0,7,new,books,0.3,26.74,control
153,366,2024-01-01 02:41:00,0,0,5,new,clothing,0.36,43.97,treatment
715,92,2024-01-01 02:42:00,0,0,6,new,electronics,0.06,58.44,treatment
477,496,2024-01-01 02:43:00,0,0,1,new,electronics,0.17,34.21,control
661,239,2024-01-01 02:44:00,0,0,7,returning,electronics,0.14,67.03,control
417,499,2024-01-01 02:45:00,0,0,2,returning,clothing,0.5,59.16,control
141,227,2024-01-01 02:46:00,0,0,7,new,books,0.06,45.7,treatment
194,96,2024-01-01 02:47:00,0,0,8,new,clothing,0.33,50.63,control
607,336,2024-01-01 02:48:00,1,0,8,returning,electronics,0.32,50.87,treatment
573,98,2024-01-01 02:49:00,1,0,10,new,clothing,0.13,47.28,treatment
490,432,2024-01-01 02:50:00,0,0,6,new,electronics,0.45,35.07,treatment
153,267,2024-01-01 02:51:00,0,0,10,returning,books,0.12,60.71,treatment
339,63,2024-01-01 02:52:00,0,0,10,new,electronics,0.47,37.75,treatment
884,189,2024-01-01 02:53:00,0,0,2,returning,electronics,0.4,45.76,treatment
866,355,2024-01-01 02:54:00,0,0,2,new,electronics,0.29,9.63,treatment
131,192,2024-01-01 02:55:00,0,0,4,returning,books,0.43,40.58,control
493,71,2024-01-01 02:56:00,0,0,10,new,books,0.33,97.32,treatment
733,134,2024-01-01 02:57:00,1,0,10,new,books,0.23,34.79,treatment
616,88,2024-01-01 02:58:00,1,0,1,new,electronics,0.27,91.94,treatment
867,177,2024-01-01 02:59:00,0,0,7,new,electronics,0.39,99.66,control
267,457,2024-01-01 03:00:00,0,0,9,new,clothing,0.07,56.0,treatment
695,207,2024-01-01 03:01:00,0,0,4,new,clothing,0.45,28.71,control
865,184,2024-01-01 03:02:00,0,0,8,new,clothing,0.25,32.35,treatment
490,298,2024-01-01 03:03:00,0,0,5,returning,clothing,0.2,67.95,treatment
851,490,2024-01-01 03:04:00,1,0,8,new,books,0.23,16.55,control
471,106,2024-01-01 03:05:00,0,0,4,new,electronics,0.26,44.72,control
199,354,2024-01-01 03:06:00,0,0,7,returning,electronics,0.25,77.68,treatment
707,217,2024-01-01 03:07:00,0,0,7,new,electronics,0.08,7.28,control
328,123,2024-01-01 03:08:00,1,0,7,returning,clothing,0.21,36.32,treatment
1000,128,2024-01-01 03:09:00,0,0,8,new,electronics,0.45,78.8,treatment
177,158,2024-01-01 03:10:00,0,0,3,new,electronics,0.18,14.56,control
567,232,2024-01-01 03:11:00,0,0,8,new,books,0.46,57.74,treatment
16,294,2024-01-01 03:12:00,0,0,10,new,electronics,0.43,64.85,treatment
902,257,2024-01-01 03:13:00,0,0,7,new,books,0.26,76.55,treatment
402,95,2024-01-01 03:14:00,0,0,4,new,electronics,0.07,74.85,treatment
171,385,2024-01-01 03:15:00,1,0,9,new,electronics,0.36,26.16,control
21,204,2024-01-01 03:16:00,0,0,1,new,books,0.21,38.27,control
631,144,2024-01-01 03:17:00,1,0,4,new,electronics,0.06,54.31,treatment
945,307,2024-01-01 03:18:00,0,0,7,new,clothing,0.4,42.31,treatment
279,134,2024-01-01 03:19:00,0,0,5,new,clothing,0.35,54.59,control
486,193,2024-01-01 03:20:00,0,0,7,new,clothing,0.47,81.29,control
910,132,2024-01-01 03:21:00,0,0,9,new,electronics,0.49,16.05,treatment
627,84,2024-01-01 03:22:00,0,0,1,new,clothing,0.25,25.2,treatment
610,333,2024-01-01 03:23:00,0,0,5,new,electronics,0.16,15.97,treatment
694,50,2024-01-01 03:24:00,0,1,1,returning,electronics,0.37,17.75,treatment
853,463,2024-01-01 03:25:00,0,0,10,new,clothing,0.26,24.11,treatment
11,448,2024-01-01 03:26:00,0,0,3,new,clothing,0.2,69.42,control
97,148,2024-01-01 03:27:00,0,0,7,returning,books,0.05,43.21,control
184,74,2024-01-01 03:28:00,0,0,1,returning,electronics,0.46,17.73,treatment
318,484,2024-01-01 03:29:00,0,0,1,new,books,0.15,29.03,treatment
569,475,2024-01-01 03:30:00,0,0,8,returning,books,0.37,46.73,treatment
730,252,2024-01-01 03:31:00,0,0,7,new,clothing,0.09,76.98,treatment
406,186,2024-01-01 03:32:00,0,0,4,new,clothing,0.24,61.52,control
232,432,2024-01-01 03:33:00,0,0,10,new,electronics,0.36,10.15,treatment
97,196,2024-01-01 03:34:00,0,0,5,new,electronics,0.37,85.39,treatment
506,194,2024-01-01 03:35:00,0,0,3,returning,clothing,0.27,58.06,control
980,267,2024-01-01 03:36:00,0,0,8,returning,clothing,0.1,71.85,treatment
26,117,2024-01-01 03:37:00,0,0,2,new,electronics,0.34,81.8,treatment
498,385,2024-01-01 03:38:00,1,0,5,new,electronics,0.34,60.72,treatment
911,95,2024-01-01 03:39:00,1,0,6,new,clothing,0.09,45.93,treatment
142,136,2024-01-01 03:40:00,0,0,10,new,electronics,0.21,75.61,control
213,313,2024-01-01 03:41:00,0,1,4,returning,clothing,0.13,58.23,control
629,12,2024-01-01 03:42:00,1,0,1,new,clothing,0.47,6.99,control
812,179,2024-01-01 03:43:00,0,0,4,returning,clothing,0.45,25.7,control
647,111,2024-01-01 03:44:00,1,0,1,returning,electronics,0.21,36.71,control
718,144,2024-01-01 03:45:00,1,0,7,new,clothing,0.38,8.59,treatment
697,32,2024-01-01 03:46:00,0,0,9,returning,electronics,0.4,78.22,treatment
956,318,2024-01-01 03:47:00,0,0,6,returning,books,0.44,37.34,control
912,440,2024-01-01 03:48:00,1,0,3,returning,clothing,0.39,95.82,control
537,141,2024-01-01 03:49:00,0,0,3,returning,books,0.28,45.9,control
138,108,2024-01-01 03:50:00,0,0,5,returning,clothing,0.28,64.07,treatment
451,466,2024-01-01 03:51:00,0,0,4,new,books,0.15,29.47,control
200,62,2024-01-01 03:52:00,1,0,1,new,electronics,0.4,62.17,control
822,254,2024-01-01 03:53:00,1,1,1,returning,books,0.48,95.44,treatment
326,121,2024-01-01 03:54:00,0,0,8,new,clothing,0.16,79.05,control
421,176,2024-01-01 03:55:00,0,0,6,returning,electronics,0.47,71.63,control
870,456,2024-01-01 03:56:00,0,0,8,returning,books,0.16,55.23,treatment
761,488,2024-01-01 03:57:00,0,0,9,returning,books,0.28,59.54,treatment
22,126,2024-01-01 03:58:00,0,0,4,returning,books,0.35,64.8,treatment
297,420,2024-01-01 03:59:00,1,0,1,returning,electronics,0.13,52.15,control
78,37,2024-01-01 04:00:00,0,0,5,new,electronics,0.42,96.3,treatment
220,480,2024-01-01 04:01:00,0,0,2,returning,books,0.38,58.34,treatment
690,98,2024-01-01 04:02:00,0,0,5,returning,books,0.23,40.66,control
370,449,2024-01-01 04:03:00,0,0,6,new,electronics,0.42,50.5,control
304,280,2024-01-01 04:04:00,1,0,2,new,electronics,0.41,58.32,treatment
462,246,2024-01-01 04:05:00,0,0,9,returning,electronics,0.29,18.09,control
425,221,2024-01-01 04:06:00,0,0,3,new,electronics,0.39,66.23,control
463,1,2024-01-01 04:07:00,0,0,4,new,books,0.24,65.67,treatment
558,66,2024-01-01 04:08:00,0,0,6,returning,books,0.32,13.54,control
856,225,2024-01-01 04:09:00,1,0,2,returning,books,0.44,55.57,control
657,218,2024-01-01 04:10:00,0,1,3,returning,electronics,0.45,79.8,treatment
925,255,2024-01-01 04:11:00,1,1,3,returning,clothing,0.24,21.62,control
235,75,2024-01-01 04:12:00,0,0,9,new,books,0.32,45.62,control
558,334,2024-01-01 04:13:00,0,0,3,returning,books,0.16,94.69,treatment
452,473,2024-01-01 04:14:00,0,0,8,returning,electronics,0.07,32.41,control
885,88,2024-01-01 04:15:00,1,0,4,returning,books,0.25,19.18,treatment
323,364,2024-01-01 04:16:00,0,0,1,new,electronics,0.43,64.74,control
975,305,2024-01-01 04:17:00,0,0,5,returning,books,0.4,77.96,control
303,261,2024-01-01 04:18:00,0,0,8,new,books,0.3,19.37,treatment
385,185,2024-01-01 04:19:00,0,0,4,returning,electronics,0.05,35.55,control
414,4,2024-01-01 04:20:00,0,0,10,new,books,0.12,30.5,control
64,359,2024-01-01 04:21:00,1,0,8,returning,clothing,0.15,75.67,treatment
844,74,2024-01-01 04:22:00,1,0,8,returning,clothing,0.2,69.51,treatment
548,201,2024-01-01 04:23:00,0,0,9,returning,clothing,0.21,80.43,control
950,113,2024-01-01 04:24:00,0,0,9,new,books,0.38,93.56,control
478,328,2024-01-01 04:25:00,0,1,6,new,electronics,0.48,22.48,treatment
546,14,2024-01-01 04:26:00,0,0,2,returning,clothing,0.09,37.08,control
643,332,2024-01-01 04:27:00,0,0,7,new,electronics,0.39,41.88,treatment
469,63,2024-01-01 04:28:00,0,0,7,returning,books,0.22,51.48,treatment
596,43,2024-01-01 04:29:00,0,0,8,returning,clothing,0.36,7.15,treatment
49,337,2024-01-01 04:30:00,0,0,7,returning,books,0.09,39.0,treatment
823,499,2024-01-01 04:31:00,0,0,7,new,books,0.3,53.89,control
289,160,2024-01-01 04:32:00,0,0,1,new,electronics,0.24,71.37,control
254,303,2024-01-01 04:33:00,0,0,5,new,books,0.5,13.39,control
669,455,2024-01-01 04:34:00,0,0,6,returning,books,0.35,36.09,treatment
56,361,2024-01-01 04:35:00,1,0,2,returning,clothing,0.14,70.73,treatment
723,286,2024-01-01 04:36:00,1,0,1,returning,electronics,0.18,67.34,treatment
288,402,2024-01-01 04:37:00,0,0,10,new,electronics,0.29,84.1,treatment
29,176,2024-01-01 04:38:00,0,0,1,new,books,0.13,17.22,treatment
223,382,2024-01-01 04:39:00,0,0,8,new,clothing,0.26,87.44,control
331,166,2024-01-01 04:40:00,0,0,1,returning,books,0.45,50.85,control
137,13,2024-01-01 04:41:00,0,0,5,returning,books,0.3,12.17,control
110,245,2024-01-01 04:42:00,0,0,8,returning,books,0.4,61.35,control
612,190,2024-01-01 04:43:00,1,0,1,new,clothing,0.18,9.33,treatment
33,189,2024-01-01 04:44:00,1,0,6,returning,electronics,0.12,94.65,control
521,417,2024-01-01 04:45:00,0,0,1,returning,clothing,0.06,51.65,treatment
597,442,2024-01-01 04:46:00,0,0,7,new,electronics,0.47,62.99,control
974,289,2024-01-01 04:47:00,0,0,1,returning,books,0.21,70.1,treatment
563,470,2024-01-01 04:48:00,0,0,8,new,electronics,0.46,31.81,control
592,151,2024-01-01 04:49:00,0,0,2,new,clothing,0.27,19.71,treatment
170,394,2024-01-01 04:50:00,0,0,8,returning,electronics,0.36,33.1,treatment
833,358,2024-01-01 04:51:00,0,0,2,new,clothing,0.37,22.12,treatment
621,44,2024-01-01 04:52:00,0,0,2,new,electronics,0.08,87.02,treatment
212,228,2024-01-01 04:53:00,1,0,4,new,clothing,0.26,63.15,treatment
25,70,2024-01-01 04:54:00,0,0,2,new,books,0.32,58.35,treatment
114,494,2024-01-01 04:55:00,1,0,10,new,electronics,0.05,59.16,control
789,247,2024-01-01 04:56:00,0,0,1,new,books,0.23,50.95,control
45,354,2024-01-01 04:57:00,0,0,4,returning,electronics,0.44,84.92,control
272,39,2024-01-01 04:58:00,0,0,2,returning,electronics,0.05,20.13,treatment
671,5,2024-01-01 04:59:00,0,0,3,new,electronics,0.2,93.34,control
476,166,2024-01-01 05:00:00,0,0,10,returning,clothing,0.47,9.47,control
911,358,2024-01-01 05:01:00,0,0,6,returning,electronics,0.09,67.71,treatment
500,458,2024-01-01 05:02:00,0,0,3,returning,electronics,0.35,24.42,control
788,262,2024-01-01 05:03:00,1,0,1,returning,electronics,0.06,76.54,treatment
252,162,2024-01-01 05:04:00,0,0,10,returning,books,0.41,50.75,treatment
667,331,2024-01-01 05:05:00,1,1,10,returning,electronics,0.05,37.25,control
236,18,2024-01-01 05:06:00,0,0,9,returning,books,0.33,73.95,treatment
87,265,2024-01-01 05:07:00,1,0,2,new,clothing,0.31,92.2,treatment
392,144,2024-01-01 05:08:00,0,0,6,new,electronics,0.22,89.37,treatment
740,414,2024-01-01 05:09:00,0,0,4,new,books,0.26,78.72,treatment
54,53,2024-01-01 05:10:00,0,0,8,new,clothing,0.32,78.99,control
432,401,2024-01-01 05:11:00,1,0,5,new,clothing,0.35,90.27,treatment
879,292,2024-01-01 05:12:00,0,0,9,returning,books,0.23,26.37,control
445,237,2024-01-01 05:13:00,1,0,6,returning,electronics,0.41,60.6,control
756,194,2024-01-01 05:14:00,0,0,2,new,electronics,0.39,19.51,treatment
291,245,2024-01-01 05:15:00,1,0,6,returning,clothing,0.12,53.8,treatment
101,405,2024-01-01 05:16:00,0,0,3,new,clothing,0.34,61.43,control
741,227,2024-01-01 05:17:00,0,1,7,returning,books,0.06,78.01,control
801,295,2024-01-01 05:18:00,1,0,7,returning,books,0.44,14.59,control
916,347,2024-01-01 05:19:00,1,1,4,new,electronics,0.26,86.81,treatment
452,397,2024-01-01 05:20:00,0,0,6,returning,clothing,0.07,52.82,treatment
793,114,2024-01-01 05:21:00,0,0,7,new,books,0.18,84.9,treatment
724,492,2024-01-01 05:22:00,0,0,10,returning,electronics,0.35,22.55,control
230,120,2024-01-01 05:23:00,0,0,3,returning,electronics,0.49,35.83,control
607,389,2024-01-01 05:24:00,0,0,7,new,books,0.36,20.63,control
167,120,2024-01-01 05:25:00,0,0,8,returning,clothing,0.17,14.61,treatment
688,319,2024-01-01 05:26:00,0,0,9,new,electronics,0.25,43.43,control
232,324,2024-01-01 05:27:00,0,1,4,returning,electronics,0.49,72.08,treatment
902,54,2024-01-01 05:28:00,0,0,3,new,clothing,0.42,86.36,control
80,10,2024-01-01 05:29:00,0,0,8,new,clothing,0.39,45.93,control
576,282,2024-01-01 05:30:00,0,0,2,returning,clothing,0.46,37.12,control
882,150,2024-01-01 05:31:00,0,0,1,returning,clothing,0.31,78.5,treatment
88,291,2024-01-01 05:32:00,0,0,4,new,books,0.23,20.71,treatment
417,408,2024-01-01 05:33:00,0,0,3,new,electronics,0.12,66.59,treatment
811,21,2024-01-01 05:34:00,0,0,9,new,clothing,0.45,66.74,treatment
715,50,2024-01-01 05:35:00,0,0,4,new,clothing,0.2,41.07,treatment
707,355,2024-01-01 05:36:00,0,0,5,returning,electronics,0.34,9.64,treatment
729,437,2024-01-01 05:37:00,0,0,1,returning,clothing,0.16,34.45,control
739,226,2024-01-01 05:38:00,0,0,2,new,clothing,0.05,24.77,control
671,120,2024-01-01 05:39:00,0,0,5,returning,electronics,0.29,81.83,control
658,296,2024-01-01 05:40:00,0,0,9,new,clothing,0.33,54.49,treatment
325,387,2024-01-01 05:41:00,0,0,1,new,electronics,0.12,99.61,control
833,354,2024-01-01 05:42:00,0,0,10,returning,electronics,0.3,52.83,control
189,178,2024-01-01 05:43:00,0,0,7,returning,books,0.21,57.46,treatment
501,99,2024-01-01 05:44:00,0,0,9,new,books,0.38,62.31,control
207,378,2024-01-01 05:45:00,1,0,5,new,books,0.28,40.97,control
146,21,2024-01-01 05:46:00,0,0,5,new,clothing,0.17,83.3,treatment
